Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY2010 Budgeted Revenues,FY2010 Actual Revenues,FY2011 Budgeted Revenues,FY2011 Actual Revenues,FY2012 Budgeted Revenues,FY2012 Actual Revenues,FY2013 Budgeted Revenues,FY2013 Actual Revenues,FY 14 Budgeted Revenues,FY 14 Actual Revenues,FY 15 Budgeted Revenues,FY 15 Actual Revenues,FY 16 Budgeted Revenues,FY 16 Actual Revenues,FY 17 Budgeted Revenues,FY 17 Actual Revenues,FY18 Budgeted Revenues,FY 18 Actual Revenues,FY 19 Budgeted Revenues,FY 19 Actual Revenues,FY2020 Budgeted Revenues,FY2020 Actual Revenues
18301,USD General,1,Administrative,01191499,ADM USD General Revenue,407716,Business Tax Audit,0,0,0,0,0,-781.73,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,1,Administrative,01191499,ADM USD General Revenue,408703,Subrogation Recovery,-100000,0,-100000,0,-100000,0,-100000,0,-100000.00,0.00,-100000.00,0.00,-100000.00,0.00,-100000.00,0.00,-100000.00,0.00,-100000.00,0.00,-100000,0
18301,USD General,32,Fire,32194110,x-FIR  USD Fire Support,406415,TN Cost Reimbursement,-600,-600,-600,-1200,-600,-1200,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32194510,FIR USD Logistics,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-600.00,0.00,-600.00,0.00,-600.00,0,-800
18301,USD General,32,Fire,32194610,x-FIR  USD Pers Protect Equip,406415,TN Cost Reimbursement,0,-600,0,-600,0,-600,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32195110,x-FIR USD Residential Responses,406415,TN Cost Reimbursement,-9600,-8400,-9600,-9600,-9600,-8400,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32195210,x-FIR  USD Hazard Mat Responses,406415,TN Cost Reimbursement,-600,-600,-600,-1800,-600,-1800,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32195410,x-FIR USD Adv Life SupResponses,406415,TN Cost Reimbursement,-33600,-33600,-33600,-34800,-33600,-31200,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32195510,FIR USD Fire Operations,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2000.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32195510,FIR USD Fire Operations,406415,TN Cost Reimbursement,-348500,-338400,-348500,-346200,-348500,-353400,-414000,-376800,-414000.00,-388800.00,-400000.00,-374400.00,-400000.00,-355800.00,-364800.00,-363000.00,-364800.00,-382800.00,-363200.00,-390000.00,-402600,-528800
18301,USD General,32,Fire,32196110,x-FIR  USD Arson Inv Close Rpts,406415,TN Cost Reimbursement,-1700,-3000,-1700,-3000,-1700,-3000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32196210,FIR USD Pub Fire Educ-Com Srvc,409518,Other,0,0,0,0,0,-400,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32196210,FIR USD Pub Fire Educ-Com Srvc,407601,Photostat & Microfilm,-5400,-187.5,-5400,-2184,-200,-10,-100,0,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,32,Fire,32196210,FIR USD Pub Fire Educ-Com Srvc,406415,TN Cost Reimbursement,-1900,-600,-1900,-600,-1900,-1800,0,-600,0.00,-600.00,0.00,-600.00,0.00,-600.00,0.00,-600.00,0.00,-600.00,0.00,-600.00,0,-800
18301,USD General,32,Fire,32196210,FIR USD Pub Fire Educ-Com Srvc,407747,Fire Protection,-50000,-42265,-50000,-43125,-39000,-56745,-42000,-49175,-42000.00,-53875.00,-42000.00,-58045.00,-50000.00,-63370.00,-60000.00,-52875.00,-63000.00,-50022.45,-57800.00,-58284.00,-55300,-39921
18301,USD General,32,Fire,32196210,FIR USD Pub Fire Educ-Com Srvc,407796,Fire Watch Fees,-6000,-13375,-6000,-15625,-12000,-13725,-13000,-26900,-13000.00,-39450.00,-18000.00,-57275.95,-40000.00,-44637.50,-50000.00,-56600.00,-50000.00,-83625.00,0.00,0.00,0,0
18301,USD General,32,Fire,32196310,FIR USD Fire Prevention,406415,TN Cost Reimbursement,-13900,-13800,-13900,-12600,-13900,-12600,0,-9600,0.00,-9600.00,0.00,-9600.00,0.00,-9600.00,0.00,-10200.00,0.00,-9600.00,0.00,-8400.00,0,-12800
18301,USD General,32,Fire,32196310,FIR USD Fire Prevention,407747,Fire Protection,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-800.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
18301,USD General,42,Public Works,42197110,PW USD Administration,407756,Back Door Garbage,-64300,-64745,-64500,-62514,-63500,-54768,-57000,-56007,-54700.00,-53428.00,-52700.00,-56050.00,-53000.00,-52369.50,-59000.00,-59331.50,-2563000.00,-176609.00,-67000.00,-59273.50,-88000,-78602.13
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401110,Real Prop-current,-67782600,-69593666.27,-70564400,-65830190.04,-70217800,-69624341.77,-71636700,-71833086.69,-72598000.00,-74530079.87,-75875900.00,-75603106.89,-76515100.00,-77369491.42,-79159900.00,-80295491.57,-83295000.00,-83367796.83,-86178400.00,-86199307.69,-88545500,-88207599.88
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401120,Personal Prop-current,-4581700,-4447868.63,-4483000,-4193129.68,-4450000,-4471157.71,-4587200,-4605734.2,-4715700.00,-4677616.59,-5060800.00,-4758864.16,-4879300.00,-4356355.69,-4946900.00,-4671718.91,-5020600.00,-4058127.90,-4105600.00,-4239455.03,-4186000,-3973072.74
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401130,Public Utility-current,-3011000,-2694016.32,-2757900,-2373340.55,-2694000,-2663750.38,-2754100,-2731069.81,-2749100.00,-2781344.28,-2805500.00,-2956907.14,-2979300.00,-2803794.85,-2841500.00,-2904544.52,-3072400.00,-2307916.10,-2375600.00,-2403391.20,-2373700,-2179457.71
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401201,Delinqnt RealPrpTaxSold-cur yr,-2048100,-2504785.14,-2339700,-2581105.6,-2563500,-2110037.45,-2385800,-2065223.04,-2490200.00,-2176119.93,-2346700.00,-2113915.96,-2201000.00,-2175480.47,-2277100.00,-1579462.47,-2400700.00,-1849331.62,-2472700.00,-2298832.93,-2546900,-3063004.15
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401212,Real-Collectn-pre,-32000,-288579.06,-18400,155431.57,-18400,-95047.57,-26300,76592.7,-102400.00,-94119.95,-100900.00,69054.60,-100900.00,-62713.66,-101200.00,-108540.26,-107000.00,-106436.10,-90400.00,115723.35,-90400,199690.21
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401213,Real-C & M-pre,-34000,-63608.82,-27200,-80665.08,-27200,-90765.01,-63200,-30430.94,-58800.00,-65712.38,-58000.00,-17230.03,-58000.00,-34647.83,-58100.00,-15663.19,-61500.00,-24541.01,-15700.00,-13340.08,-15700,5155.37
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401222,Prsnlty-Cllctn-pre,-47000,-55693.13,-15800,9159.37,0,-39940.37,-23400,-30348.88,-35200.00,25495.68,-34700.00,-5938.13,-34700.00,73036.84,-34800.00,-34634.95,-36800.00,24140.87,-34600.00,-14151.66,-34600,-2240.53
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401224,Prsnlty - C&M Tax Lit precee,-23000,-63058.78,-13500,-43350.84,0,-27565.82,-15300,-47483.95,-25700.00,-24309.05,-25300.00,-30834.83,-25300.00,-48043.25,-25400.00,-51651.01,-26800.00,-63364.57,-58200.00,-45776.58,-59700,-44097.99
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401232,PU-Collections-pre,-400,-9239.26,-5300,51.25,0,-1694.9,0,1410.17,0.00,4295.08,0.00,3445.21,0.00,-47.12,0.00,-2188.85,0.00,-9492.92,-9500.00,0.00,-9500,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401234,PU - C&M Tax Lit preceeding,0,-14862.6,0,-18703.32,0,-12262.46,-7000,-6525.8,-6200.00,0.00,-6100.00,-2175.04,-6100.00,-9907.72,-6100.00,-12006.35,-6500.00,-6842.05,-9900.00,-267.81,-15400,-3158.85
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401310,Real Property-C&M-prior,-140000,-33112.67,-108400,-25015.44,-52900,-40444.24,-48200,-53552.02,0.00,-34950.68,0.00,-24943.03,0.00,-18817.51,0.00,-11957.67,0.00,-17999.94,-12000.00,-10678.89,-18000,-5972.23
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401311,Real Property-Trustee-prior,0,0,0,0,0,0,0,123703.63,0.00,57531.78,0.00,-42932.64,0.00,-28105.66,0.00,-6355.46,0.00,-13194.46,-8400.00,17252.36,-8400,256071.62
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401320,Personalty-Trustee-prior,-2000,36470.15,-84900,16308.48,0,-15025.8,-2700,-8725.97,-3600.00,16590.76,-3500.00,22204.84,-3500.00,-11157.91,-3500.00,508.82,-3700.00,70113.26,-1500.00,-4484.18,-1500,-4699.93
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401324,Personalty - C&M Tax Lit Pri,-40000,-25830.42,-18800,-16077.78,-17800,-13806.7,-11500,-12996.88,-11100.00,-11342.78,-10900.00,-12022.17,-10900.00,-5080.68,-10900.00,-5311.13,-11500.00,-16489.57,-12100.00,-8906.92,-18600,-10448.91
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401330,PU-Trustee-prior,0,-22140.87,0,-6571.16,0,-2149.28,0,0,0.00,0.00,0.00,-2369.49,0.00,0.00,0.00,0.00,0.00,-14431.25,-14400.00,0.00,-14400,-5.38
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,401334,PU - C&M Tax Lit Prior,0,-5241.18,0,-8034.13,0,-66.03,0,-1135.64,0.00,-814.31,0.00,0.00,0.00,0.00,0.00,-3397.10,0.00,-671.12,-3400.00,-60.28,-3400,-321.61
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,402000,Local Option Sales Tax,-2710000,-2648469.12,-1600000,-1643404.69,-1910600,-1961289.11,-1932200,-1782042.44,-7370000.00,-1769425.92,-2110300.00,-1974044.39,-1840900.00,-2148321.52,-3000500.00,-2352239.81,-3240500.00,-2331521.22,-2618200.00,-2876684.69,-3400000,-15151591.05
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,405471,Interest-MIP,0,-17819.21,0,-3802.56,0,0,0,-6874.65,0.00,0.00,0.00,-8749.43,0.00,-44570.28,0.00,-38699.57,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-127050.64,0.00,-74683.07,0.00,-25407.13,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,6678.04,0.00,2704.46,0.00,30765.64,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406407,TN Sales Tax Levy,-2185000,-2023768.81,-1350800,-2527322.61,-2802600,-2765108.9,-2725900,-1786648.04,-2292200.00,-2740180.08,-2380500.00,-3247299.47,-2781300.00,-4024837.76,-4053100.00,-5419643.49,-5216200.00,-6030458.88,-7324300.00,-5572748.19,-7318200,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406603,MDHA,0,-3504,0,-8360,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406609,MTA,0,-13200,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406620,Hospital Authority,0,-26967,0,-27000,0,-5027000,0,-7358200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,408604,Gain(Loss) Real Property,0,0,0,0,0,0,0,0,0.00,-650000.00,0.00,-6084797.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41500000,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,409518,Other,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.84,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,431001,Transfer Operational,0,-112424.71,0,-3131664.24,-5000000,-3596895.38,-7381200,-1575375.04,-2844500.00,-2844500.00,0.00,0.00,-18533300.00,-510210.49,-24004300.00,-4652465.25,0.00,0.00,-34069800.00,-34743160.00,-32421600,-36021600
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,431800,Transfer Hotel Occupancy,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3764800,-3764800
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,442002,Transfer LOCAP reimbursement,0,-530600,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406510,Other Gov't Agencies,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5500000,-5500000
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,404620,Jail Construc/Upgrad Litigat,-533000,-554813.61,-522500,-494577.23,-452000,-422691.89,-425000,-306638.47,-425000.00,-534914.88,-377000.00,-266864.05,-348900.00,-324052.95,-303000.00,-323164.55,-282200.00,-323999.36,-287500.00,-207488.94,-247500,-316377.98
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,407743,Parking,-892900,-972094,-975300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406040,Bond Interest Tax Credit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-4864019.70,0.00,-4859357.48,0.00,-4874644.23,0.00,-4895428.98,0,-4911180.06
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,406617,Sports Authority,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-4233880.81
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,420200,Bond Interest Tax Credit,0,0,0,-3326271.02,0,-5033673.86,0,-4900351.02,0.00,-4837385.88,0.00,-4839479.86,-4843400.00,0.00,-4843400.00,0.00,-4843400.00,0.00,-4843400.00,0.00,-4843400,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,421100,Bond Proceeds,0,-95156507.01,0,-144150015.47,0,-204669077.91,0,-206235770,0.00,0.00,0.00,-106199299.00,0.00,-231949343.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,421103,Premium on Bonds,0,-9142552.54,0,-21597714.58,0,-44047538.8,0,-30381568.82,0.00,0.00,0.00,-8961929.95,0.00,-50113451.39,0.00,0.00,0.00,0.00,0.00,0.00,0,0
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,431500,Transfer Debt Service,-7365600,-7365600,0,-942406,-886100,-879196,-886100,-890205,-940100.00,-924459.00,-24257200.00,-24332087.65,-909000.00,-19556872.00,-1000500.00,-25104351.00,-46747100.00,-38047016.00,-17229300.00,-13998135.00,-2491900,-2309701
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,431501,Transfer Stadium Debt,-3200000,-3200000,-3200000,-3200000,-3200000,-3200000,-3200000,-3200000,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000.00,-3200000,-3200000
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,431510,Transfer Self Fund Debt,-3241700,-2690700,-1595600,-1179400,-971200,-971200,-1177500,-895400,-2477000.00,-2477000.00,-2022700.00,-2022700.00,-1686200.00,-1686200.00,-1611500.00,-111500.00,-4000000.00,-4000000.00,-4000000.00,-4000000.00,-4700000,-4700000
20115,GSD Debt Service,90,Debt Service,90109115,DS GSD Debt Service Revenue,431520,Transfer Energy Plan,-348400,-321400,-348300,-321300,-348300,-321300,-348300,-321300,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300.00,-321300,-321300
25104,MNPS Debt Service,80,MNPS,80106000,MNPS Debt Service,431001,Transfer Operational,0,0,0,-455300,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1599600.00,0.00,-1599600,0
25104,MNPS Debt Service,80,MNPS,80106000,MNPS Debt Service,431500,Transfer Debt Service,0,0,-455300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80106000,MNPS Debt Service,405251,Intrst-LGIP,0,-111183.19,0,-111193.09,0,-197718.78,0,-316613.92,0.00,-452833.95,0.00,-589408.60,-97000.00,-626707.93,-97000.00,-155270.24,-97000.00,-440718.53,-97000.00,-992583.32,0,-651220.54
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401110,Real Prop-current,-24006500,-24858170.68,-25201700,-27876834.78,-24868900,-24942290.41,-41257000,-33178798.2,-28259800.00,-31715403.61,-32287600.00,-32171992.89,-32558800.00,-32923456.38,-33685000.00,-34168588.03,-35437300.00,-35368191.27,-36549700.00,-36569474.66,-37553600,-37421467.13
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401120,Personal Prop-current,-1622700,-1588528.66,-1613400,-1753991.11,-1590000,-1596844.57,-2678000,-2375114.75,-2027500.00,-1990475.26,-2153500.00,-2025048.97,-2076300.00,-1853772.00,-2105100.00,-1987970.60,-2136400.00,-1721634.13,-1741800.00,-1798561.12,-1775900,-1685549.75
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401130,Public Utility-current,-1066400,-962112.78,-1003400,-1206113.44,-962000,-951339.63,-1683800,-1587831.89,-1598300.00,-1183550.85,-1193800.00,-1258258.42,-1267800.00,-1193104.14,-1209100.00,-1235978.61,-1307400.00,-979115.81,-1007800.00,-1019620.58,-1007000,-924618.35
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401201,Delinqnt RealPrpTaxSold-cur yr,-725400,-894571.97,-835600,-921828.17,-907900,-753588.48,-1373300,-1200716.4,-889400.00,-926026.82,-998600.00,-899556.65,-936600.00,-925736.36,-969000.00,-672111.68,-1028900.00,-784564.93,-1059800.00,-975262.47,-1091600,-1299456.31
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401212,Real-Collectn-pre,0,-98897.8,-1400,178263.47,0,-50721.08,-2000,30974.99,-29900.00,-54159.17,-29500.00,32531.09,-29500.00,-20306.33,-29600.00,-46187.26,-31300.00,-45292.72,-38500.00,49559.73,-38500,84717.05
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401213,Real-C & M-pre,0,-20196.54,-10400,-28544.54,-9000,-31015.5,-24200,-15408.67,-20100.00,-38205.05,-19800.00,-7785.05,-19800.00,-14744.06,-19900.00,-6722.18,-21000.00,-10443.13,-6700.00,-5659.48,-6700,2187.46
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401222,Prsnlty-Cllctn-pre,-22200,-22714.31,-5600,3271.11,-5600,-16381,-10200,-14924.91,-17800.00,14334.39,-17500.00,-2536.36,-17500.00,31079.64,-17600.00,-14738.46,-18600.00,10272.76,-14700.00,-6469.14,-14700,-950.72
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401224,Prsnlty - C&M Tax Lit precee,0,-22108.36,-7300,-15708.54,-5400,-10334.55,-8300,-12324.91,-9100.00,-13767.40,-9000.00,-13295.23,-9000.00,-19360.53,-9000.00,-21979.09,-9500.00,-26963.73,-24800.00,-10371.14,-25900,-18357.76
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401232,PU-Collections-pre,0,-3272.23,-1900,18.3,0,-607.35,0,1233.89,0.00,2497.14,0.00,1466.04,0.00,-20.05,0.00,-931.43,0.00,-4041.96,-4000.00,0.00,-4000,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401234,PU - C&M Tax Lit preceeding,0,-5657.69,0,-6679.77,0,-2304.5,-2500,-2330.63,-2200.00,0.00,-2200.00,-960.44,-2200.00,-4216.03,-2200.00,-5084.03,-2300.00,-2911.51,-4200.00,-9155.45,-6600,-1340.14
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401310,Real Property-C&M-prior,0,-11126.8,-31400,-9253.83,-21600,-14453.84,-17800,-18115.8,0.00,-12826.19,0.00,-11982.20,0.00,-8717.01,0.00,-5153.24,0.00,-7831.38,-5200.00,-4506.20,-7800,-2565.46
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401311,Real Property-Trustee-prior,0,0,0,0,0,0,0,44636.59,0.00,20386.32,0.00,-17817.49,0.00,-11583.08,0.00,-2493.66,0.00,-4763.70,-3400.00,7722.95,-3400,111111.55
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401320,Personalty-Trustee-prior,0,16212.03,-29400,4246.33,0,-5329.96,-900,-3638.49,-1700.00,5883.16,0.00,7172.47,0.00,-4404.64,0.00,189.10,0.00,29113.07,-1000.00,-1933.61,-1000,-1983.3
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401324,Personalty - C&M Tax Lit Pri,-10700,-9887.69,-4200,-7724,-4200,-5176.25,-5600,-3145.76,-1700.00,-4333.67,-1700.00,-4972.25,-1700.00,-3536.80,-1700.00,-2475.19,-1800.00,-6823.79,-5100.00,-3838.63,-7200,-4441.38
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401330,PU-Trustee-prior,0,-53484.28,-7200,-2459.34,0,0,0,0,0.00,0.00,0.00,-846.24,0.00,0.00,0.00,0.00,0.00,-5220.02,-5200.00,0.00,-5200,-2.29
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,401334,PU - C&M Tax Lit Prior,0,-1691.36,-26700,-2992.99,0,-24.16,0,0,0.00,-288.40,0.00,0.00,0.00,0.00,0.00,-1403.55,0.00,-285.57,-1400.00,-25.65,-1400,-136.44
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,402000,Local Option Sales Tax,-2651600,-2494548.62,0,0,0,0,0,0,-24438500.00,-24454456.37,-19392900.00,-20535449.87,-34857400.00,-37029887.35,-46258200.00,-46151382.44,-52879800.00,-53723715.77,-61103300.00,-63449268.77,-67404600,-71258340.43
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,405471,Interest-MIP,-1230000,-40735.22,0,-1387.97,0,-1105.85,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,431001,Transfer Operational,0,-75663.23,0,-1300845.15,0,-2240360.75,-3500000,-5431818.86,0.00,-1586671.74,-16147200.00,-17745937.69,0.00,-1602281.99,0.00,-1605632.51,0.00,-1607356.22,0.00,-1618699.30,0,-1619422.16
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,406401,TN Funded Programs,0,0,0,-1114330,0,0,0,-250198.12,0.00,-77054.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,420200,Bond Interest Tax Credit,0,0,0,-1395046.15,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,421100,Bond Proceeds,0,-74381965.99,0,-120126326.2,0,-85854939.8,0,-144975929,0.00,0.00,0.00,-53045752.00,0.00,-78790586.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,421103,Premium on Bonds,0,-7146553.24,0,-17998459.27,0,-17917786.12,0,-18132834.85,0.00,0.00,0.00,-4476416.68,0.00,-17022976.44,0.00,0.00,0.00,0.00,0.00,0.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,431500,Transfer Debt Service,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2500000.00,0.00,0.00,-1400000.00,0,0
25104,MNPS Debt Service,80,MNPS,80109104,MNPS Debt Srv General Revenue,431520,Transfer Energy Plan,-3268700,-3268717,-3182400,-2068170,-3096100,-3096076,-3009800,-3009758,-4328400.00,-4328371.00,-4102700.00,-4102675.00,-2863500.00,-2863521.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90191000,DS USD Debt Service,431500,Transfer Debt Service,0,-583400,0,-583400,0,-583400,0,-583400,0.00,-583400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
